"title","url"
"[태국 광고] 참신한 건강기능식품 광고. 다이어트 광고","https://www.youtube.com/watch?v=-cxkpwqM3pE"
"특허 프로바이오틱스_ 굿락투유","https://www.youtube.com/watch?v=-NGTb710f5Q"
"[TV CF] 서울대 SNU Formula 징코 알티지 오메가3 (30 ver.)","https://www.youtube.com/watch?v=-YF9-YVJZ0A"
"안국건강 - 안국 루테인 이서진 광고 영상 (촬영장편)","https://www.youtube.com/watch?v=-0Bvt1i1wbI"
"광고 msm 올바른 상품! 알려드려요 추천 TOP10","https://www.youtube.com/watch?v=-8zkHP1Hx3g"
"2021 간부터 당장! 얼라이브+밀크씨슬 6"" 엘리베이터편","https://www.youtube.com/watch?v=-IKQAYc70_Y"
"매일 나를 완성하는 비타민 💛 Live, Alive!","https://www.youtube.com/watch?v=-lI07tdROYY"
"아침마당 홍삼 | 제품 광고 영상_근무 편","https://www.youtube.com/watch?v=10ktZxHM5jU"
"[바노웰니스TV 댓글읽기] 비타민C 이렇게 드시면 안 됩니다! 멈춰야 할 최악의 섭취 습관","https://www.youtube.com/watch?v=11f-ktNhrvA"
"❤️추천 바나바잎 추출물 자연의 선물, 바나바잎 추출물로 건강한 일상 시작하세요! 🌿✨","https://www.youtube.com/watch?v=2kQToEiw8U4"
"[심의 담당자가 직접 알려주는 광고심의] 자율심의기구라고 들었는데 그건 뭔가요?","https://www.youtube.com/watch?v=1C0SLTXVIew"
"JW중외제약 포스트 프로바이오틱스 프롤린 모유 유산균 90g #유산균추천 #프로바이오틱스 #모유 #건강식품추천 #건강관리 #건강","https://www.youtube.com/watch?v=20iDzeEAvZU"
"[덴프스 X 공유] 식물성 rTG오메가3로 혈행을 건강하게 | 오메가3","https://www.youtube.com/watch?v=2R00Z7tbu1c"
"'루테인' 보다 좋은 영양제 있나요?  #루테인 #영양제추천 #한국안과 #안과상식","https://www.youtube.com/watch?v=-Ggmj_bHtnk"
"청인 루테인_청인 실리마린_청인 퓨어MSM","https://www.youtube.com/watch?v=2gBANzYTC5U"
"종근당건강 헬시칸 헬씨칸 밀크씨슬 로얄 간 건강 남성 밀크시슬 추출물 실리마린 중년 여자 남자 40대 50대 / 비타민C 증정, 6박스, 30정","https://www.youtube.com/watch?v=-wRaY7Ihoww"
"이런 칼슘 영양제는 오히려 건강에 치명적입니다. (칼슘 부작용, 복용법, 고르는법)","https://www.youtube.com/watch?v=0rhZQXYomK4"
"이병헌 프롬바이오 보스웰리아/ 홍삼스틱 CF광고 [2020/12]","https://www.youtube.com/watch?v=2MkgAKs1Js4"
"비타민 C '이렇게' 먹었더니 당뇨가 달아났다. 혈당 잡는 비타민 C 섭취법 (이왕재 박사 X 반재상 원장 1부)","https://www.youtube.com/watch?v=6TXGD9HgyrY"
"혈당관리 건기식 추천 🎶코로솔산 바나바잎 사용한 혈당건기식","https://www.youtube.com/watch?v=6_aqKKjvd1Q"
"[심의 담당자가 직접 알려주는 광고심의] 광고심의는 꼭 받아야 하나요?","https://www.youtube.com/watch?v=2qAF_P3hpt8"
"[koreaeundan_official] 2025_고려은단 프로바이오틱스 유산균 스페셜핏 광고_유재석","https://www.youtube.com/watch?v=2Bj1C-byXKQ"
"""나우푸드 멀레큐럴리 디스틸드 오메가3, 깨끗하고 순수한 오메가-3! 체내 흡수율 높은 고품질 오메가-3로 심혈관 건강을 지키세요. 믿을 수 있는 품질, 지금 바로 만나보세요!""","https://www.youtube.com/watch?v=3sAcAqvjIwM"
"루테인, 이제 먹지 말고 바르세요 #루테인아이세럼 I 아이솔브","https://www.youtube.com/watch?v=0i-kqQJRQBg"
"캐나다 옵티MSM 2000 OptiMSM MSM 엠에스엠, 60정, 1개","https://www.youtube.com/watch?v=3VHmE1_7PeA"
"[차병원그룹] CMG제약 간N 밀크씨슬 900mg 90정, 90정, 3개","https://www.youtube.com/watch?v=08aqMKw0nQI"
"신장 손상을 일으키는 비타민D? 안전하게 먹는 방법 (영양제부작용)","https://www.youtube.com/watch?v=0scjMTsS8s0"
"아침마당홍삼 홍보 동영상","https://www.youtube.com/watch?v=2aoUE7JD09U"
"이왕재 박사가 비타민C를 접한 계기는?ㅣ비타민C를 먹어야 하는 이유ㅣ이왕재 박사","https://www.youtube.com/watch?v=Abj528RqNlM"
"약사가 실제 섭취 중인 ""당뇨병""을 없애주는 영양제 (췌장을 살려주고 인슐린 저항성 개선, 혈액내 당을 조절하는 검증된 영양제 조합)","https://www.youtube.com/watch?v=6uuOd2MUogA"
"[미니막스랩] 우리아이 눈피로를 위한 어린이 건강기능식품(45s)","https://www.youtube.com/watch?v=IJK5lMIDoTk"
"커클랜드 프로바이오틱스","https://www.youtube.com/watch?v=436ydVBpAFQ"
"[프로메가] 대한민국 혈행건강에 책임을 다하다, 1등 오메가3 프로메가","https://www.youtube.com/watch?v=5DQFHGQyfgY"
"봄에는 이 영양제를 추가하세요 뉴트리원 루테인지아잔틴 164","https://www.youtube.com/watch?v=2R8244zJaWk"
"바름가 비타조이 - 관절영양제 MSM","https://www.youtube.com/watch?v=6lmMvZpjnrk"
"[koreaeundan_official] 2026_고려은단 퓨어밀크씨슬 광고","https://www.youtube.com/watch?v=0NRgAHydNro"
"(ENG)비타민D 효능부터 음식, 주사까지! 왜 우리는 비타민D가 필요할까요?","https://www.youtube.com/watch?v=12td8BmVXvg"
"홍삼 is 사이언스 | 정관장 홍삼 (30'')","https://www.youtube.com/watch?v=3-FAUAXKN8E"
"[30초] 2016년 오로나민C 광고! 전현무+홍진영","https://www.youtube.com/watch?v=DXHtn76KmdA"
"Tip. 식후혈당관리💘 바나바효과 바나바잎추천 메디트리 당당 혈당엔 바나바 바나바효과 바나바잎추천","https://www.youtube.com/watch?v=80HQVGcn2NY"
"[심의 담당자가 직접 알려주는 광고심의] 심의를 안받아도 되는 광고물?","https://www.youtube.com/watch?v=QvcWHJcOUas"
"[hy] 프로바이오틱스는 [균주번호]를 확인하고 드셔야죠!","https://www.youtube.com/watch?v=93OzItjnoSc"
"당신의 오메가3가 효과없었던 이유","https://www.youtube.com/watch?v=6rptcMq6EIo"
"루테인지아잔틴 광고_이서진","https://www.youtube.com/watch?v=2tXlqjI0SmE"
"관절 영양제 효과 점수는?","https://www.youtube.com/watch?v=7vMQj7jAw7Y"
"간을 회복 시키는 영양제 “이거” 드세요 (이상적인 배합의 간 영양제, 간해독, 항염증, 항산화)","https://www.youtube.com/watch?v=1XbgQW0EVO8"
"비타민D 용량이 중요한 이유","https://www.youtube.com/watch?v=5JBDbJ5gqZU"
"[광고 영상으로 한국어를 공부해 보세요]  참다한 홍삼 - 고현정 (영상+대본)","https://www.youtube.com/watch?v=38NfP0KHdIs"
"전문가 모셨습니다 | 이왕재 교수님 비타민C","https://www.youtube.com/watch?v=FKp8vY3raQk"
"듀얼 서포트 바나바잎 & 코큐텐 플러스 1,200mgx60캡슐","https://www.youtube.com/watch?v=81JTOSZD5eg"
"AI 가짜 의사가 의약품 광고까지…식약처·의협, 강경 대응 [9시 뉴스] / KBS  2025.09.23.","https://www.youtube.com/watch?v=SjmxowQ7f6Y"
"강아지 면역력 장건강 유산균 #닥터티드펫 프로바이오틱스 #반려견 #animals #광고","https://www.youtube.com/watch?v=9IKdjKfsp9M"
"GNM자연의품격 | 조정석 오메가3_하루 1,000 mg(6s)","https://www.youtube.com/watch?v=7-hSZR79FXU"
"[헬스인사이드] “눈에 시금치보다 좋아” 루테인-비타민A '보고' / 머니투데이방송","https://www.youtube.com/watch?v=3EUF-plUR_U"
"[그린스토어] 관절엔 플러스 l 고함량 MSM(엠에스엠)","https://www.youtube.com/watch?v=AZ4GdVmVv4o"
"광고 이거 진짜 강추 밀크씨슬 상품 추천순위 top10","https://www.youtube.com/watch?v=69PhSLP7LX0"
"뼈 건강 지켜주는 칼슘 많은 음식 5가지 #칼슘풍부음식 #멸치보다많은칼슘 #뼈건강 #골다공증예방 #다시마효능 #치즈효능 #참깨효능 #두부효능 #비타민D #100세건강비결","https://www.youtube.com/watch?v=5yB9M7snHe8"
"발효홍삼 발휘 _2022","https://www.youtube.com/watch?v=4s622UvgIVc"
"[koreaeundan_official] 2025_고려은단 비타민C1000 스파클링 제로 광고","https://www.youtube.com/watch?v=GYfGuv61N8Q"
"BNS 혈당엔 바나바 MASTER","https://www.youtube.com/watch?v=AKyDb1Yhaio"
"[건강기능식품 표시·광고 심의] 심의 신청 전 꼭! 봐야하는 영상","https://www.youtube.com/watch?v=V979AWEcq9o"
"[프로바이오틱스] 프로바이오틱스는 hy","https://www.youtube.com/watch?v=9yP90ulq99Y"
"더! 강력하게 더! 편안하게 알티지 오메가3 2X","https://www.youtube.com/watch?v=8Y11XOYO_9k"
"GNM 루테인 지아잔틴 아스타잔틴, 30정, 3개","https://www.youtube.com/watch?v=3Hf1lOTh7xg"
"러너의 영양제 추천 MSM과 마그네슘 #러닝 #영양제추천","https://www.youtube.com/watch?v=B4_7gjpmVH0"
"오늘부터꼬옥밀크씨슬 YTN광고","https://www.youtube.com/watch?v=72CP_vj2v_g"
"프로미스나인 - Vitamin ME [가사/Lyrics]","https://www.youtube.com/watch?v=7xkOIObYtp0"
"학생 맞춤 설계 홍삼 트리플 케어 ㅣ 정관장 아이패스 (15"")","https://www.youtube.com/watch?v=53YmXudMB-4"
